"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL4068899";"";"0";"331.37";"0";"3.98";"13";"O=C(O)c1ccc(CNC(=O)c2ccc(-c3ccccc3)cc2)cc1";"IC50";"'='";"8100.0";"nM";"5.09";"";"";"UO_0000065";"15.37";"0.28";"1.11";"7.67";"False";"CHEMBL4019416";"Inhibition of recombinant human sEH using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence photometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017509";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL4104471";"";"0";"261.32";"0";"2.58";"4a";"O=C(O)c1ccc(CNC(=O)C2CCCCC2)cc1";"Inhibition";"'='";"37.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4019417";"Inhibition of recombinant human sEH at 50 uM using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence photometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017509";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL4084092";"";"0";"315.33";"0";"2.33";"15";"COc1ccc(C(=O)NCc2ccc(C(=O)O)cc2)cc1OC";"Inhibition";"'='";"26.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4019417";"Inhibition of recombinant human sEH at 50 uM using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence photometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017509";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL4079796";"";"0";"325.41";"0";"3.92";"26";"Cc1cc(CNC(=O)c2ccc(C(C)(C)C)cc2)ccc1C(=O)O";"Inhibition";"'='";"53.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4019417";"Inhibition of recombinant human sEH at 50 uM using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence photometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017509";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL438867";"";"0";"402.54";"0";"4.21";"30";"CCOCCOCCOc1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"22.26";"0.42";"4.75";"13.02";"False";"CHEMBL992693";"Inhibition of human soluble epoxide hydrolase by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153910";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL584050";"";"0";"393.37";"1";"6.74";"7dd";"FC(F)(F)c1ccc(Nc2noc3cc(-c4ccc5[nH]ccc5c4)ccc23)cc1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"18.19";"0.34";"0.41";"13.29";"False";"CHEMBL1044409";"Inhibition of human sEH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL578548";"";"0";"422.33";"1";"7.28";"7gg";"FC(F)(F)c1ccc(Nc2noc3c(-c4ccccc4C(F)(F)F)cccc23)cc1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"19.88";"0.38";"1.12";"22.07";"False";"CHEMBL1044409";"Inhibition of human sEH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL4096300";"";"0";"297.40";"0";"3.41";"33";"CC(C)(C)c1ccc(C(=O)NCc2ccc(CO)cc2)cc1";"IC50";"'='";"2050.0";"nM";"5.69";"";"";"UO_0000065";"19.13";"0.35";"2.28";"11.53";"False";"CHEMBL4019416";"Inhibition of recombinant human sEH using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence photometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017509";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL3764891";"";"0";"345.83";"0";"3.92";"11c";"CCC(Cc1ccc(C(=O)NCc2ccc(Cl)cc2)cc1)C(=O)O";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"16.84";"0.33";"1.90";"8.77";"False";"CHEMBL3768766";"Inhibition of human recombinant sEH using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence-based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763124";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None"
"CHEMBL3322815";"";"0";"378.57";"0";"4.30";"20";"CCCCCNC(=O)NCCCC/C=C\CCCCCCCc1nnn[nH]1";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"19.80";"0.38";"3.19";"7.84";"True";"CHEMBL3376213";"Inhibition of recombinant human sEH using CMNPC substrate by fluoresecent-based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352195";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None"
"CHEMBL4217337";"";"0";"634.81";"2";"2.01";"18";"C[C@@H]1C[C@H]2O[C@@]3(O[C@H]2C(C)(C)O)[C@H](O)[C@@]2(C)C4=CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46C[C@@H](O)[C@]2(C)[C@@H]13";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4191393";"Non-competitive inhibition of soluble epoxide hydrolase (unknown origin) using PHOME as substrate measured for 1 hr by Lineweaver-Burk plot analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190200";"1";"Scientific Literature";"J Nat Prod";"2017";"None"
"CHEMBL4212729";"";"0";"636.82";"2";"2.09";"7";"C[C@@H]1[C@H]2OC(C)(C)[C@@H](O)[C@@]2(O)O[C@H]2[C@H](O)[C@@]3(C)[C@@H]4CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]3(C)[C@@H]12";"Inhibition";"'='";"70.2";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4191389";"Inhibition of soluble epoxide hydrolase (unknown origin) using PHOME as substrate at 100 uM measured for 1 hr by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190200";"1";"Scientific Literature";"J Nat Prod";"2017";"None"
"CHEMBL4216368";"";"0";"410.39";"0";"4.80";"18";"O=C(Nc1ccc(OC(F)(F)F)cc1)N[C@H]1CC[C@H](Oc2ccc(O)cc2)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"21.20";"0.41";"3.90";"10.90";"False";"CHEMBL4187625";"Inhibition of human recombinant soluble epoxide hydrolase expressed in baculovirus-infected High Five cells S9 fraction using CMNPC substrate by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184221";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None"
"CHEMBL4078618";"";"0";"311.38";"0";"3.61";"22";"CC(C)(C)c1ccc(C(=O)NCc2cccc(C(=O)O)c2)cc1";"Inhibition";"'='";"26.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4019417";"Inhibition of recombinant human sEH at 50 uM using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence photometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017509";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL4095377";"";"0";"366.34";"0";"3.60";"6";"COc1ccc(CNC(=O)c2cccc(NC(C)=O)c2)c(C(F)(F)F)c1";"IC50";"'='";"2.9";"nM";"8.54";"";"";"UO_0000065";"23.31";"0.45";"4.94";"12.66";"False";"CHEMBL4049250";"Inhibition of recombinant human sEH using MNPC as substrate by fluorescence-based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043306";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4099452";"";"0";"393.41";"0";"4.97";"19";"COc1ccc(CNC(=O)c2cccc(OC3CCCC3)c2)c(C(F)(F)F)c1";"IC50";"'='";"0.4";"nM";"9.40";"";"";"UO_0000065";"23.89";"0.46";"4.43";"19.76";"False";"CHEMBL4049250";"Inhibition of recombinant human sEH using MNPC as substrate by fluorescence-based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043306";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL1668932";"";"0";"329.32";"0";"2.84";"1";"CC(=O)N1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1";"Ki";"'='";"14.6";"nM";"7.84";"";"";"UO_0000065";"23.79";"0.47";"5.00";"12.75";"False";"CHEMBL3361515";"Inhibition of human recombinant soluble epoxide hydrolase by FRET-based ACPU displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351722";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None"
"CHEMBL1258335";"";"0";"309.80";"0";"2.86";"BDBM50327822";"CCC(=O)N1CCC(NC(=O)Nc2ccc(Cl)cc2)CC1";"IC50";"'='";"10.0";"nM";"8.00";"";"377028";"UO_0000065";"25.82";"0.52";"5.14";"13.02";"False";"CHEMBL3888169";"Fluorescent Based Assay: IC50 values were determined using a sensitive fluorescent based assay (Anal. Biochem. 2005, 343, 66-75). Cyano(2-methoxynaphthalen-6-yl)methyl trans-(3-phenyl-oxyran-2-yl)methyl carbonate (CMNPC) was used as the fluorescent substrate. Human sEH (1 nM) or murine sEH (1 nM) was incubated with the inhibitor for 5 min in pH 7.0 Bis-Tris/HCl buffer (25 mM) containing 0.1 mg/mL of BSA at 30° C. prior to substrate introduction ([S]=5 μM). Activity was determined by monitoring the appearance of 6-methoxy-2-naphthaldehyde over 10 minutes by fluorescence detection with an excitation wavelength of 330 nm and an emission wavelength of 465 nm.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886192";"37";"BindingDB Database";"";"2016";"None"
"CHEMBL1258336";"";"0";"354.25";"0";"2.97";"BDBM50327808";"CCC(=O)N1CCC(NC(=O)Nc2ccc(Br)cc2)CC1";"IC50";"'='";"3.6";"nM";"8.44";"";"377029";"UO_0000065";"23.84";"0.55";"5.47";"13.74";"False";"CHEMBL3888169";"Fluorescent Based Assay: IC50 values were determined using a sensitive fluorescent based assay (Anal. Biochem. 2005, 343, 66-75). Cyano(2-methoxynaphthalen-6-yl)methyl trans-(3-phenyl-oxyran-2-yl)methyl carbonate (CMNPC) was used as the fluorescent substrate. Human sEH (1 nM) or murine sEH (1 nM) was incubated with the inhibitor for 5 min in pH 7.0 Bis-Tris/HCl buffer (25 mM) containing 0.1 mg/mL of BSA at 30° C. prior to substrate introduction ([S]=5 μM). Activity was determined by monitoring the appearance of 6-methoxy-2-naphthaldehyde over 10 minutes by fluorescence detection with an excitation wavelength of 330 nm and an emission wavelength of 465 nm.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886192";"37";"BindingDB Database";"";"2016";"None"
"CHEMBL2436575";"";"0";"498.51";"1";"5.29";"23";"O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)c3cccc4ncccc34)CC2)C1";"IC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"19.46";"0.37";"4.41";"12.97";"False";"CHEMBL2437612";"Inhibition of human recombinant sEH using cyano(6-methoxy-naphthalen-2-yl)methyl trans-[(3-phenyloxiran-2-yl)methyl]carbonate after 20 to 45 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434828";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2436592";"";"0";"427.47";"0";"4.62";"40";"CCCCC(=O)N1CCC2(CC1)CCN(C(=O)Nc1ccc(OC(F)(F)F)cc1)C2";"IC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"21.28";"0.41";"4.48";"14.70";"False";"CHEMBL2437612";"Inhibition of human recombinant sEH using cyano(6-methoxy-naphthalen-2-yl)methyl trans-[(3-phenyloxiran-2-yl)methyl]carbonate after 20 to 45 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434828";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2436583";"";"0";"455.48";"0";"3.86";"31";"O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CCN(C(=O)C3CCOCC3)CC2)C1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"18.71";"0.36";"4.66";"11.99";"False";"CHEMBL2437612";"Inhibition of human recombinant sEH using cyano(6-methoxy-naphthalen-2-yl)methyl trans-[(3-phenyloxiran-2-yl)methyl]carbonate after 20 to 45 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434828";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL4063944";"";"0";"375.29";"0";"4.25";"14";"COc1ccc(CNC(=O)c2ccc(OC(F)F)cc2)c(C(F)(F)F)c1";"IC50";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"23.51";"0.46";"4.57";"18.55";"False";"CHEMBL4049250";"Inhibition of recombinant human sEH using MNPC as substrate by fluorescence-based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043306";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL3764450";"";"0";"421.46";"1";"5.16";"18b";"CCCC(Cc1ccc(C(=O)NCc2ccccc2C(F)(F)F)cc1)C(=O)OCC";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"16.06";"0.31";"1.61";"12.22";"False";"CHEMBL3768766";"Inhibition of human recombinant sEH using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence-based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763124";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None"
"CHEMBL3764453";"";"0";"427.42";"1";"5.05";"19c";"O=C(NCc1ccccc1C(F)(F)F)c1ccc(CC(C(=O)O)c2ccccc2)cc1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"13.11";"0.25";"0.55";"8.44";"False";"CHEMBL3768766";"Inhibition of human recombinant sEH using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence-based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763124";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None"
"CHEMBL3764398";"";"0";"409.40";"0";"4.30";"14c";"CCC(Cc1ccc(C(=O)NCc2ccc(OC)cc2C(F)(F)F)cc1)C(=O)O";"IC50";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"15.83";"0.31";"2.18";"8.57";"False";"CHEMBL3768766";"Inhibition of human recombinant sEH using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence-based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763124";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None"
"CHEMBL3558235";"";"0";"455.60";"0";"3.59";"BDBM179755";"CCCCCNC(=O)NCCCC/C=C\CCCCCCC(=O)N[C@@H](CC(=O)O)C(=O)O";"IC50";"'='";"392.0";"nM";"6.41";"";"326380";"UO_0000065";"14.06";"0.27";"2.82";"4.42";"True";"CHEMBL3887243";"Inhibition Assay: Compounds were tested for their ability to inhibit recombinant soluble epoxide hydrolase (sEH) protein. The assay utilizes (3-Phhenyl-oxiranyl)-acetic acid cyano-(6-methoxy-naphthalen-2-yl)-methyl ester (PHOME), a sensitive substrate for sEH that can be used to monitor the activity of both human and murine enzymes. Hydrolysis of the substrate epoxide yields a highly fluorescent product, 6-methoxy-2-Naphthaldehyde, which can be monitored at excitation and emission wavelengths of 330 and 465 nm, respectively. See Wolf et al., Anal Biochem 355:71-80, 2006 PMID: 16729954. Human recombinant sEH was incubated with substrate and compounds ranging in concentration from 0.1 to 1000 nM.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886235";"37";"BindingDB Database";"";"2015";"None"
"CHEMBL3927470";"";"0";"414.57";"0";"2.60";"BDBM179761";"CCCCNC(=O)C(=O)NCCCC/C=C\CCCCCCC1=NOS(=O)N1";"IC50";"'>'";"500.0";"nM";"";"";"326400";"UO_0000065";"";"";"";"";"True";"CHEMBL3887243";"Inhibition Assay: Compounds were tested for their ability to inhibit recombinant soluble epoxide hydrolase (sEH) protein. The assay utilizes (3-Phhenyl-oxiranyl)-acetic acid cyano-(6-methoxy-naphthalen-2-yl)-methyl ester (PHOME), a sensitive substrate for sEH that can be used to monitor the activity of both human and murine enzymes. Hydrolysis of the substrate epoxide yields a highly fluorescent product, 6-methoxy-2-Naphthaldehyde, which can be monitored at excitation and emission wavelengths of 330 and 465 nm, respectively. See Wolf et al., Anal Biochem 355:71-80, 2006 PMID: 16729954. Human recombinant sEH was incubated with substrate and compounds ranging in concentration from 0.1 to 1000 nM.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886235";"37";"BindingDB Database";"";"2015";"None"
"CHEMBL3628771";"";"0";"598.57";"2";"7.65";"18";"CC(C)(C)C(Nc1ccc(CNC(=O)C23CC4CC(CC(C4)C2)C3)cc1)P(=O)(OCC(F)(F)F)OCC(F)(F)F";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"12.57";"0.26";"-0.13";"9.81";"False";"CHEMBL3631996";"Inhibition of recombinant human sEH expressed in baculovirus infected insect Sf9 cells using CMNPC as substrate assessed as 6-methoxy-2-naphthadehyde level after 10 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627639";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3308860"
"CHEMBL3628781";"";"0";"629.78";"2";"8.87";"28";"CC(C)(C)C(Nc1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1)P(=O)(OCc1ccccc1)OCc1ccccc1";"IC50";"'='";"2.6";"nM";"8.59";"";"";"UO_0000065";"13.63";"0.26";"-0.28";"9.68";"False";"CHEMBL3631996";"Inhibition of recombinant human sEH expressed in baculovirus infected insect Sf9 cells using CMNPC as substrate assessed as 6-methoxy-2-naphthadehyde level after 10 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627639";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3308860"
"CHEMBL3628413";"";"0";"568.65";"2";"6.68";"7";"CCOP(=O)(OCC)C(Nc1ccc(CNC(=O)C23CC4CC(CC(C4)C2)C3)cc1)c1ccc(C(=O)OC)cc1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"11.67";"0.23";"-0.04";"6.45";"False";"CHEMBL3631996";"Inhibition of recombinant human sEH expressed in baculovirus infected insect Sf9 cells using CMNPC as substrate assessed as 6-methoxy-2-naphthadehyde level after 10 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627639";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3308860"
"CHEMBL3222131";"";"0";"503.71";"1";"3.97";"8d";"CS(=O)(=O)N1CCN(CCCCOc2cccc(NC(=O)CC34CC5CC(CC(C5)C3)C4)c2)CC1";"IC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"18.47";"0.36";"5.33";"11.78";"False";"CHEMBL3223384";"Inhibition of human recombinant soluble epoxide hydrolase using cyano(6-methoxy-naphthalen-2-yl)methyl-trans-[(3-phenyloxiran-2-yl)methyl]carbonate as substrate after 5 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217451";"1";"Scientific Literature";"MedChemComm";"2012";"None"
"CHEMBL3633680";"";"0";"409.53";"0";"4.90";"4b";"COc1ccc(-c2cc(CNC(=O)NC34CC5CC(C)(CC(C)(C5)C3)C4)no2)cc1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"19.10";"0.36";"2.92";"10.24";"False";"CHEMBL3637430";"Inhibition of recombinant human soluble epoxide hydrolase using CMNPC as substrate by kinetic fluorescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632545";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None"
"CHEMBL2348392";"";"0";"325.73";"0";"2.54";"5c";"O=c1[nH]c2c(OS(=O)(=O)c3cccc(Cl)c3)cccc2o1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL2353534";"Inhibition of recombinant human sEH expressed in Escherichia coli assessed as inhibition of substrate PHOME hydrolysis to 6-methoxy-2-naphthaldehyde after 5 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346634";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2348401";"";"0";"308.29";"0";"1.55";"3a";"CC(C)(C)OC(=O)NCC(=O)Oc1cccc2oc(=O)[nH]c12";"IC50";"'='";"17200.0";"nM";"4.76";"";"";"UO_0000065";"15.45";"0.30";"3.21";"4.31";"False";"CHEMBL2353534";"Inhibition of recombinant human sEH expressed in Escherichia coli assessed as inhibition of substrate PHOME hydrolysis to 6-methoxy-2-naphthaldehyde after 5 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346634";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2397136";"";"0";"420.51";"0";"4.32";"21";"CNC(=O)c1cc(Oc2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)ccn1";"IC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"22.12";"0.41";"4.98";"10.07";"True";"CHEMBL2399731";"Inhibition of human recombinant soluble epoxide hydrolase assessed as cyano(6-methoxy-naphthalen-2-yl)methyl trans-[(3-phenyloxyran-2-yl)methyl] carbonate conversion to 6-methoxy-2-naphthaldehyde preincubated for 5 mins prior to substrate addition by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396585";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
